"미안해요, 근데 사랑하지 않는단 말이예요.",,I'm sorry.I just don't love him.
어머! 나한텐 중요하거든요!,,"Well, it matters to me!"
내 머리칼을 그냥 놔두면 내 머리가 떨어질거야,,"""If I let go of my hair,my head will fall off."""
우~~저런 바지를 입으면 안되지!,,Ooh~~She should not!! be wearing those pants.
걍 계단으로 밀어 버려~!,,I say push her down the stairs!
계단으로 밀어버려!,,Push her down the stairs!!
계단으로 밀어버려!,,Push her down the stairs!
아빠 제말 좀 들어 봐요!,,"Come on, Daddy, listen to me!"
살아 오면서 모두가 나보고,,"It's like, All of my life,"
"""넌 신발이야!""라고 말했다고 쳐요.",,"everyone has always told me, ""You're a shoe! """
"""넌 신발이야!""",,"""You're a shoe! """
근데 오늘 내가 갑자기 신발이 되기 싫다면요?,,"And today I just sttoped and I said, What if I don't want to be a shoe?"
만약 내가 지갑이 되고 싶다면?,,What if I want to be a purse?
혹은..모..모자가 되고 싶다면?,,Or a - Or a hat?
모자 사달란 말이 아니고,,"No, I don't want you to buy me a hat!"
내가 모자란 말이라구요!,,I'm saying i am a hat!!
비유법도 몰라요?! 아빠!!,,"It's a metaphor, Daddy!"
이젠 뭐가 문젠지 알겠구만,,You can see where he'd have trouble.
아빠 이건 제 인생이 잖아요.,,"Look, Daddy,it's my life."
어쩌면 모니카랑 여기서 지낼지도 모르겠어요.,,"Well, maybe I'll just stay here with Monica."
우린 방금 그걸 알았네,,I guess we've established
모니카랑 함께 살거래,,she's staying with Monica.
그렇게 될 거 같아요.,,"Well, maybe that's my decision."
아마 돈달라고 하지는 않을 거예요. ,,Maybe I don't need your money.
"잠깐, 잠깐만요. 아마라고 말했잖..",,Wait! I said maybe!
"그냥 심호흡하는거야, 그래 그거야",,Just breathe. That's it.
평온한것들을 생각해봐,,"Try to think of nice, calm things."
장미 위의 빗방울과,,Raindrops on roses
고양이의 수염~,,and whiskers on kittens
블루방울과 썰매방울,,Bluebells and sleigh bells
그리고 벙어리 장갑~,,And something with mittens
라~라~라~ 줄로 만든 국수가 조금…,,La la la something and noodles with string there are a few…
훨씬 좋아졌어.,,I'm all better now.
도움이 됬다!,,I helped!
좋아. 봐봐 이게 최선책일지도 몰라.,,"OK, Look, This is probably for the best. You know?"
독립이야. 네 인생은 네가 정하는 거야.,,Independence. Taking control of your life.
중요한 모든것을 말야,,"The whole, 'hat' thing."
그리고 필요한게 있으면,,"And hey~! You need anything,"
언제든 이 조이에게 오면 돼,,You can always come to Joey.
나랑 챈들러는 건너편에 사는데,,Me and Chandler live across the hall.
챈들러는 자주 집을 비우거든,,He's away a lot.
조이! 찝쩍대지 좀 마!,,Stop hitting on her!
오늘 얘 결혼식이었다구!,,It's her wedding day.
그게 뭐? 결혼식날엔 그러지 말란 법이라도 있나?,,"What? Like there's a rule, or something?"
내가 받을께,,I got it.
제발! 다시 누르지는 마요.,,Please don't do that again.
소리가 짜증 나거든요.,,It's a horrible sound.
아..전..폴이라는 사람인데요.,,It's..Uh..It's Paul.
어머! 세상에. 지금 6시 반이야?,,"Oh, God, is it 6:30?"
문 열어줘!,,Buzz him in.
-폴이 누군데?,,-Who's Paul?
-폴? 그 와인가이?,,"-Paul, the wine guy?"
그렇겠지..,,Maybe.
"잠깐, 데이트가 아니라던",,"Wait a minute.Your not ""a real date tonight"""
그 데이트 상대가 와인가이 폴이라고?,,"is with Paul, the wine guy?"
-드디어 데이트 신청 했구나!?,,-He finally asked you out?
-응~!,,-Yes!
우~ 일기장에 쓰겠구만~,,"Ooh~ This is a "" Dear Diary"" moment."
"-레이첼, 취소할 수도 있어",,"-Rach, Wait I can cancel."
"-아냐, 가도 되, 괜찮아!",,"-Please, no, go, I'll be fine!"
오빤 괜찮아? 내 말은..,,"Ross, are you okay? I mean"
내가 옆에 있어야 되?,,Do you want me to stay?
있으면 좋지.,,That'd be good.
-정말?,,-Really?
-농담이야~! 그 와인가이 폴이잖아!,,-No~! Go on! It's Paul the wine guy!
와인가이가 뭔 뜻이야?,,What does that mean?
와인파는 사람? 잘 마시는 사람?,,"Does he sell it, drink it?"
아님 불평많이 하는 사람?,,Or he just complains a lot?
"아, 들어와요. 여긴..",,"Hi, come in! Paul? this is"
"친구들이에요, 얘들아, 폴이야.",,everybody. Everybody? this is Paul.
-아~ 그 와인가이,,The wine guy. 
"-미안해요, 이름을 못 들었네. 폴 맞죠?",,"I'm sorry, I didn't catch your name. Paul, was it?"
아..그..금방 돌아 올께요.,,"Ok, umm..I'll just, I'll be right back."
잠시..잠시 가야될때가..,,"I just gotta go ah, go ah.."
산책이라도 할려고?,,A-wandering?
옷갈아 입는 거거든!,,Change.
"자, 앉으세요.",,Ok! Sit down.
잠시면 되요.,,Two seconds.
"오우, 속눈썹을 4개나 뽑았네.",,I just pulled out four eyelashes.
안좋은데 이거..,,That can't be good.
"이봐요, 폴! 작은 팁하나 알려줄께요.",,"Hey, Paul, here's a little tip."
모니카 좋아하는게 뭐냐면,,she really likes it
목에 같은 부위를,,when you rub her neck in the same spot...
계속 문지르는걸 좋아해요.,,over and over and over again
그 부위가 빨개질때 까지요.,,until it starts to get red.
닥쳐줄래 조이!,,"Shut up, Joey!"
레이첼..어..오늘 밤엔 뭐..뭐할거야?,,"So Rachel, What're you.uh What are you up to tonight?"
"음, 원래 아루바로 신혼여행가기로 되어있었는데..",,"Well, I was kinda supposed to be headed for Aruba on my honeymoon…"
이젠 없네!,,"so, nothing!!"
"맞다. 신혼여행을 안가는 구나,이런!",,Right. You' re not even getting your honeymoon. God!
"아니, 아니, 이맘때 아루바는..",,"No, no, Although, Aruba. This time of year?"
아니..그게..,,Talk about your...
큰 도마뱀이 있다고..,,big lizards.
어쨋든 오늘 밤,,Anyway if you feel...
혼자 있기 싫으면,,If you don't feel being alone tonight...
조이랑 챈들러가 내 새 가구조립을 도와주러 오기로 했어!,,Joey and Chandler are coming over to help me put together my new furniture.
"그래, 아주 신나죽겠네",,We're very excited about it.
음..말은 고맙지만 그냥 오늘밤은 여기있을래.,,Well actually Thanks. But l think I'm gonna hang out here tonight.
참 긴 하루였어.,,-It's been kinda a long day.
"그래, 그렇게 하든지.",,"-Oh, sure. ok, sure."
"피비, 좀 도와줄래?",,"Pheebs, do You wanna help?"
도와주고 싶지만,,"I wish I could,"
도와주기 싫어,,but I don't want to.
사랑은 한 여름의 소나기 같은 것.,,Love is sweet as summer showers
사랑은 경이로운 예술,,Love is a wondrous work of art
하지만 당신의 사랑은,,But your love
당신의 사랑은 당신의 사랑은..,,"Oh, your love, your love"
거대한 비둘기 같아요.,,Is like a giant pigeon
내 가슴에 똥이나 싸고 가는,,Crapping on my heart
감사합니다!,,Thank you.
받침대를 옆에 붙일때...,,I'm supposed to attach a brackety thing to the side things…
이 조금한 나사들을 사용하라고 되어 있는데,,... using a bunch of these little worm guys.
"받침대도 같은것도 없고,",,I have no brackety thing.
나사따위도 전혀 없고,,I see no worm guys whatsoever...
다리 감각도 없네,,and I cannot feel my legs.
-책장이 생겼네,,-I think We've got a bookcase here.
-고놈 참 이쁜데,,-It's beautiful thing.
뭐지 이게?,,What's this?
"""L자 모양 받침대""라고 말 할수 있지",,I would have to say that is an L-shaped bracket.
-어디에 필요한?,,-Which goes where?
"-나야 ""전혀"" 모르지",,-I have no idea.
-책장은 끝났어!,,-Done with the bookcase.
-다 끝냈다!,,-All finished.
캐롤이 가장 좋아하는 맥주였어,,This was Carol's favorite beer.
항상 캔으로 원샷을 때렸었지,,She always drank it out of the can.
이건줄 알았어야 했는데,,I should have known.
"어이,어이,어이,어이",,"Hey,Hey,Hey,Hey"
-지금 마시려 한다면 우린 갈 거야.,,"-If you're gonna start with that, we're out of here."
"-그래, 이 즐거운 분위기를 잡치지 마라구",,"-Yes, Please don't spoil all this fun."
로스 하나 궁금한게 있는데,,"Ross, Let me ask you a question."
"네 전 마누라가 가구, 오디오, 비싼TV까지 가져갔다면…",,"She got the furniture, the stereo, the good TV."
남아있는건 뭐야?,,What did you get?
-너희들,,-You guys.
"-맙소사, 완전 당했구만",,-Oh god! You got screwed.
-맙소사,,"-Oh, my God."
"-알아요 알아, 내가 바보 같다는걸...",,-I know.I know I'm such an idiot.
그 여자가 일주일에 치과에 4~5번씩 갈때 알아봤어야 했는데,,Guess I should've caught on when she started going to the dentist four and five times a week
그렇게 한들 이가 깨끗해지겠어요?,,"I mean, how clean can teeth get?"
우리 오빠도 그런일을 겪고 있어요.,,My brother's going through that right now.
꼴이 말이 아니에요.,,He's such a mess.
어떻게 극복했어요?,,How did you get through it?
일부러 그녀의 소중한 것을 부러뜨리는 어때요?,,"Well, He might try accidentally breaking something valuable of hers."
-말하자면,,-Say her..
-다리?,,-Leg?
"그, 그것도 좋은 방법이군요.",,That's one planning..planning good.
저는..시계를 택했어요.,,"Me, uh, I went for the watch."
진짜로 그녀의 시계를 부러뜨렸나요?,,You actually broke her watch?
내가 해본 가장 나쁜짓은… 전 남친이 아끼던 수건을 찢은 거에요.,,"The worst thing I ever did was,I shreded my old boyfriend's favorite towel."
-오우..그남자 떠나갔죠?,,-Steered clear of you.
-맞아요,,-That's right.
"배리, 미안해요. 정말 미안해요.",,"Barry, l'm sorry.I am so sorry."
지난번에 당신이랑 잤던 날에 양말 신고 잔다고 뭐라 했지만 그것 때문이 아니에요.,,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't."
그게 아니고 나 때문이에요.난 그저...,,"It isn't,It's about me. And I just--"
"여보세요~? 전화기가 또 끊겼네요, 어쨌든",,Hi~! The machine cut me off again. Anyway!
저기...저기..,,Look...Look
"알아요, 한 여자가 당신 와이프가 되는 것은 정말 로또와 같다는거..",,I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel
하지만 난 아니에요.,,But it isn't me.
난 아니라구요.,,It's not me.
나도 지금 내가 누구인지 모르겠어요,,"And not that I have any idea who ""me"" is right now,"
하지만 당신도 제게 기회를 줘야..,,but you just have to give me a chance too…
나 이혼했어,,I' m divorced.
-이제 26살일 뿐이고! 이혼했을 뿐이고!,,"-l'm only 26, and l'm divorced!"
-좀 닥쳐주라! / 그만좀해라!,,-Shut up! / You must stop!
그거 하는데 한 시간 밖에 안 걸렸어.,,That only took me an hour.
로스!,,Ross!
알아 할게 있는데 우리는,,"you gotta understand, between us"
한 여자와 오래 살아 본적이 없어,,we haven't had a relationship that has lasted longer than a Mento.
하지만 넌! 한 여자와 4년을 살았어.,,"You! however, have had the love of a woman for four years."
4년동안 그렇게 잘 살아 봤자,,Four years of closeness and sharing at
결국엔 니 가슴만 찢어 놓고 갔잖아,,"the end of which she ripped your heart out,"
그래서 우리가 결혼을 안하는 거야!,,That is why we don't do it!
말이 이상하게 샜다.,,I don't think that was my point!
"내가 젤 걱정되는 건, 만약 인생에",,You know what the scariest part is?
운명인 여자가 하나 뿐이라면?,,"What if there's only one woman for everybody,you know?"
만약 니가 니 운명의 한 여자랑 결혼 한다면 문제없잖아?,,"I mean, what if you get one woman, and that's it?"
"불행하게도, 난, 운명의 그 한 여자가 다른 ""여자""에게 갔다는 거야",,"Unfortunately, in my case, there was only one woman for her."
뭔 얘기 하는 거야!?,,What are you talking about?
한 여자라니..,,One woman.
니 말은 꼭 아이스 크림 종류가 하나뿐이라는 소리같잖아,,That's like saying there's only one flavor of ice cream for you.
하나 말해주지,,"Lem me tell you something, Ross."
아이스크림 종류는 아주 많다고,,There's lots of flavors out there.
"록키 로드~,쿠키 도우~",,There's Rocky road and cookie dough
그리고 빙~!체리 바닐라도 있다고,,and bing! cherry vanilla.
"거기다 지미(사탕류), 땅콩, 크림도 얹을수 있어.",,You can get them with jimmies or nuts or whipped cream.
오히려 잘 된 일이야!!,,This is the best thing that ever happened to you!
결혼까지 한 녀석이 왜그래?,,You got married.
8살 짜리 처럼,,"You were like, what, 8?"
돌아 온걸 환영한다!,,Welcome back to the world.
이젠 맘껏 집어 떠 먹으라구!,,Grab a spoon!
솔직히 여자가 고픈건지 배가 고픈건지 모르겠어,,I honestly don't know if I'm hungry or horny.
내 냉장고 근처엔 얼씬도 하지마,,Then stay out of my freezer.
그 여자가 떠난 후로...,,"Ever since she walked out on me,i,uh..."
왜요?,,What?
국수도 같이 뱉으며 말하게요?,,You wanna spell it out with noodles?
아뇨..이런건 5번은 만난 후에야 할 말 같아서요.,,"No, it's, it's more of a fifth date kinda revelation."
그럼 5번째 데이트가 있는 건가요?,,So there's going to be a fifth date?
없나요?,,Isn't there?
아뇨..있겠죠.,,"Yeah, yeah.I think there is."
무슨 말 하고 있었죠?,,What were you gonna say?
음..그..그러니까 그녀가 떠난후로,,"Well,ever..ever since she left me,um.."
한번도..어..할 수가 없었어요.,,"I haven't been able to, uh, perform."
성적인 거요.,,...sexually.
어머..정말 미안해요.,,"Oh, God! I' m so sorry."
물 뿜으라고 한말이 아닌거 알아요.,,I know being spit on is probably not what you need right now.
얼마나 오래 됐길래?,,How long?
-2년이요.,,-Two years.
-와우!,,-Wow!
당신이 그 여자 시계를 부러뜨린건 다행이라고 생각되네요.,,I'm-I'm-I'm glad you smashed her watch!
혹시 지금도 5번째 데이트를 생각하고 계시나요?,,"So you still think you, um… might want that fifth date?"
네 그럼요,,"Yeah.Yeah, I do."
우리는 오늘 이곳에 조니 루이스 커닝햄과 찰스 차치-차치-차치 아코라를 위해 이 성스러운 결혼식에 모였습니다.,,"We are gathered here to join Joanie Louise Cunningham… ...and Charles Chachi-Chachi-Chachi,Arcola ...in the bonds of holy matrimony."
저것봐!,,Oh...see!
조니는 차치를 사랑한다구!,,But Joanie loved Chachi.
저게 다른 점이야!,,That's the difference!
스푼을 집으라고?,,"""Grab a spoon. """
내가 스푼을 집은지 얼마나 오래 된 줄 알어?,,Do you know how long it's been since I grabbed a spoon?
"""Billy,Don't be a hero"" 가사는",,"Do the words "" Billy, don't be a hero"""
네놈에겐 아무 의미없는 거냐?,,mean anything to you?
훌륭한 이야기긴 하지,,Great story. 
근데 난 가봐야 겠어,,But I gotta go.
"안드레아와 데이트가 있어,",,I got a date with Andrea. Angela?
안젤라? 안드레아? 누구지?,,"Andrea? Oh, man"
"안드레아는 시끄럽고,",,Andrea's the screamer.
안젤라는 고양를 키우는 여자,,Angela has cats.
맞아! 고마워! 그럼 줄리구만!,,"Right, thanks. It's Julie."
난 간다,,I' m out of here.
"궁금한게 있어, 내 상처가 딴 여자를 만날수 있을 만큼, 그땐 누구에게 데이트 신청을 하면 되는데?",,You know? Here's the thing. Even if I could get it together enough ...to ask a woman out… who am I going to ask?
놀랍지 않아?,,Isn't this amazing?
내 인생에 커피 타보긴 첨이야.,,I mean I've never made coffee before in my entire life.
-그것! 참! 놀랍네,,-That is amazing.
-축하해,,-Congratulations.
커피를 직접 탄다면,,"Y'know, I figure if I can make coffee,"
못 할게 없을 거 같았는데,,there isn't anything I can't do.
나도 내가 폴란드를 침략만 한다면,,"U know i think it's, ""lf I can invade Poland,"
못 할게 없을 거 같아,,"there's nothing I can't do. """
지금 이렇게 불 붙을때 오믈렛이나 다른것도 한번 만들어..,,"Listen, While u'r on a roll, If you feel like you gotta make like a Western omelet or something...."
안타깝게 오늘은,,"Although, actually"
배가 그닥 고프지 않네.,,I'm really not that hungry.
어머! 레니와 스쿼기가 여기 있네,,"Oh, good."
레니와 스쿼기가 여기 있네,,Lenny and Squiggy are here.
-좋은 아침,,-Good morning.
-굿모닝~!,,-Good morning.
-안녕하세요!,,-Morning.
-좋은 아침이네요. 폴,,"-Morning, Paul."
-안녕하세요,,"-Hello, Paul."
"-안녕하세요, 이름이 폴 맞죠?",,"-Hi. Paul, is it?"
"-고마워요, 정말 고마워요.",,"-Thank you, Thank you so much."
-아니에요,,-Stop.
"어제 밤은 정말 지금까지 보냈던 생일, 졸업식에… 거기다 영화"" Witness""의 마굿간축제 장면 같이 좋았어요.",,"No, I'm telling you last night was like umm, all my birthdays, both graduations plus the barn raising scene in Witness."
나중에 이야기 해요,,We'll talk later.
고마워요.,,Thank you.
그게 진짜 데이트가 아니라고?,,That wasn't a real date.
그럼 도데체 진짜 데이트엔 뭘 하는건데?,,What the hell do you do on a real date?
닥치고 테이블이나 제자리에 갖다놔.,,Shut up and put my table back.
"제군들, 난 일 하러 가야겠다.",,"All right, kids, I gotta get to work."
내가 숫자를 입력시키지 않으면,,"If I don't input those numbers,"
그래봤자 별 차이는 없겠지만..,,it doesn't make much of a difference.
"그럼, 너희들 모두 직업이 있는 거야?",,"So, like, you guys all have jobs?"
"그럼, 모두 직업이 있지",,"Yeah, we all have jobs."
그래야 뭔가를 살 수 있는 돈을 벌지.,,"See, That's how we buy stuff."
-난 배우야,,"-Yeah, l' m an actor."
-와! 그럼 내가 널 봤을지도 모르겠네?,,-Wow! Would I have seen you in anything?
"못봤을걸, 주로 지역방송이여서",,I doubt it. Mostly regional work.
혹시 리러너프로덕션의 피노키오를 봤다면 봤을지도..,,"Oh wait, wait, unless you happened to catch the Reruns' production of Pinocchio"
공원에 있는 조그만 극장에서 말야,,at the little theater in the park.
그래도 그것도 직업은 맞잖아?,,"Look, It was a job! All right?"
제페토 할아버지! 저 진짜 살아있는 소년이 됐어요!,,"""Look, Geppetto.I'm a real live boy."""
-그딴 놀림에 내가 신경쓸 거 같아?,,-I will not take this abuse.
"-그래,미안해",,"-You' re right, l' m sorry."
옛날에 내가 나무인형일때~,,"Once I was a wooden boy,"
작은 나무인형일때~,,A little wooden boy
둘이 알아둬야 될께 있어.,,You should both know
저 자식은 이제 죽은 목숨이야.,,that he's a dead man.
"야, 챈들러!",,"Oh, Chandler!"
기분은 좀 어때?,,So how are you doing today?
잠은 잘 잤고?,,Did you sleep okay?
배리랑은 이야기 해봤어?,,Did you talk to Barry?
웃음이 멈추질 않네,,I can't stop smiling.
"그렇게 보여, 밤새 입에 옷걸이를 넣고 잔거 처럼 보여",,I can see that. You look like you slept with a hanger in your mouth.
"나도 알아, 그는 정말..",,"I know, he's just so, so.."
-토니와 너가 어땠는지 기억하지?,,Do you remember you and Tony DeMarco?
-그럼,,"-Oh, yeah."
그거랑 비슷해 그런 느낌이야.,,"Well, it's like that. With feelings."
-와우~ 장난 아니구나!,,"-Wow, are you in trouble!"
-장난 아니지!,,-Big time!
내 웨딩드레스 필요해?,,Want a wedding dress?
거의 새 거야,,Hardly used.
우리 둘다 좀 앞서가는 것 같다.,,I think we're getting a little ahead of ourselves here.
자! 이제 일어나서 일하러 가야지! 그이 생각은 일하는 동안은 안해야지.,,"Okay. Okay. I am just going to get up, go to work and not think about him all day."
아니면 그이 생각하면서 일하든지,,Or else I'm going to get up and go to work.
-아! 잠깐! 나도 기도해줘!,,-Oh look! Wish me luck!
-뭘?,,-What for?
"나도 너희들 처럼 구할 거야,",,I'm gonna go get one
"그..""직업""이라는거말야",,of those job things.
-안녕 모니카~,,"-Hey, Monica."
-돌아왔구나 프래니!,,"-Franny, welcome back."
-플로리다는 어땠어?,,-How was Florida?
"-너 남자랑 잤구나, 그렇지?",,"-You had sex, didn't you?"
-어떻게 알수 있지?,,-How do you do that?
-정말 싫다,,-I hate you.
난 숙모랑 패럿정글에 있을때 넌 남자랑 자고 있었다니,,"I' m pushing my aunt Roz through Parrot Jungle, you' re having sex."
"그래서, 누구랑?",,"So, who?"
폴 이라고 아니?,,You know Paul?
폴? 그 와인가이 폴?,,"Paul, the wine guy?"
오 당연히 알지,,"Yeah, I know Paul."
"니 말은, 나 처럼 폴을 안단 말이지?",,"You mean, you know Paul like I know Paul?"
농담하니?,,Are you kidding?
그 남자 내게 고마워 해야 할거야.,,I take credit for Paul.
그 남자 나 만나기 전엔 그의 거북이가 2년 동안 나올일이 없었거든.,,"y'know? before me, there was no snap in his turtle for two years."
당연히 작업멘트지!,,Of course it was a line.
왜! 대체 왜 그런짓거릴 하는 건데?,,Why! Why! Why! why would anybody do something like that?
좀 교양있는 대답을 원하는 것 같은데 미안..답은,,I assume we're looking for an answer more sophisticated than:
"""널 침대로 데려가려고""",,"""To get you into bed. """
남자가 정말 싫다!,,I hate men!
정 떨어져!!,,I hate man!!
"그러면 안되, 너 자연의 법칙을 거스르고 싶진 않겠지?",,"Oh no, don't hate, you don't want to put that out into the universe."
하필 나야?,,Is it me?
내가 무슨 개나 소나 정서적문제가있는 놈들만 좋아할 만한 뭔가를 가지고 있나?,,Is it like I have some sort of beacon that only dogs… and men with emotional problems can hear?
"좋아, 이리와서 발 내밀어봐",,"Alright, Come here. Give me your feet."
난 그냥 좋은 남자라고 생각했었는데,,"I just thought he was nice, you know?"
믿을수가 없군,,I can't believe
그게 작업인 걸 몰랐다니,,you didn't know it was a line.
