"모니카, 어떠니?",,"Monica, what do you think?"
,,
감동적이지?,,-Are you welling up?
- 아니,,-No.
- 맞잖아 감동 받았잖아,,-You are. You' re welling up.
아니라니까,,-l' m not.
,,
- 넌 고모가 되는 거야,,-You' re gonna be an aunt.
- 그만해,,"-Oh, shut up."
,,
"안녕, 민디 나 레이첼이야",,"Hi, Mindy. Hi, it's Rachel."
,,
"응, 잘 지내 오늘 배리를 만났어",,"Yeah, l' m fine. I saw Barry today."
,,
"그래, 얘기 들었어 아니, 괜찮아",,"Yeah, he told me. No, it's okay."
정말 괜찮아,,"Really, it's okay."
둘이 행복했으면 좋겠어,,I hope you two are very happy. I really do.
,,
"그리고 말야, 민디",,"And, Min, you know,"
일이 잘 돼서...,,if everything works out...
,,
너희 둘이 결혼하고,,...and you guys get married
아기도 낳게 되면,,and have kids...
,,
수술하기 전에 폭삭 가라앉은 코를 쏙 빼 닮게 될걸!,,... I hope they have his hairline and your nose!
,,
유치한 거 알지만,,"That was a cheap shot,"
이러니까 속이 다 시원하다,,but I feel so much better now!
